( train_rajasthanimale_00056 " फूलां री फाग बी खेलता हां " )
( train_rajasthanimale_00057 " फूलां रो ढिगलो कर बादलो, कांगरी रा तारा सा झीणा झीणा टुकड़ा मिलाय, बांसूं खेलता " )
( train_rajasthanimale_00058 " आज पढ़बा वाळां नैं या बात भणां ही कहाणी सी लागै, पण आज ये घणा ई जणा मोजूद है, जो इसी फागां खेल्यां लगा है " )
( train_rajasthanimale_00059 " बागां मैं बन्द गुलाब रा फूल, रोजीना उतरणो मामूली बात ही " )
( train_rajasthanimale_00060 " आज भी गुलाब री खेती होरी है " )
( train_rajasthanimale_00061 " डोलचियां री फाग, लोगां री घणी लाडली रही है " )
( train_rajasthanimale_00062 " नर नारि आपस में डोलचियां में पाणी भर भर छांटै " )
( train_rajasthanimale_00063 " डोलची बावणो बी एक कळा है " )
( train_rajasthanimale_00064 " दाणां बूडां नैं आजकाल रा जवाणां पर अफसोस है, के यांनैं डोलची बावण रा ही सूर कोयनीं " )
( train_rajasthanimale_00065 " बै आपै में आय डोलची उठाय भींत पे पाणी रो फटकारो मारै, जीं रै, लारै रो लारै, चूनै रो लेवड़ो आय पड़ै, धड़ा " )
( train_rajasthanimale_00066 " झट गाबड़ हिलाय बतावै, फागां यूं खेलीजै बेटा " )
( train_rajasthanimale_00067 " चैत महीना में गुलाब फूटै, केसूला तड़कै, बणराय पांगरै, सेवंती फूलै चंपा रै फूल आवै, नीमड़ै री खीचड़ी लागै, अर आफू रा फूलां सूं खेत लाल लाल हो जावै " )
( train_rajasthanimale_00068 " छोर्यां फूल तोड़ तोड़ पूजा करबा नैं, गैणां बणाबा नैं उतावळी हो जावै " )
( train_rajasthanimale_00069 " दस दस बीस बीस रा झूलरा, फूल पाती लेबा नैं बन में बागां में गावता निकळ जावै " )
( train_rajasthanimale_00070 " लोटां में फूलपाती कलात्मक ढंग सूं सजा गाती गाती तालाब री पाल पै आवैं " )
( train_rajasthanimale_00071 " आप री जनमभोम मेवाड़ रै पाणी सूं लब थब भर्या तालाब, वारै माथै झुक्या लगा छाजां वाला गोखड़ां रा रूपा री तालाब रै पाणी में पड़ती छाया नैं, निरखती निरखती कवै, ऊंचा राणाजी थारा गोखड़ा, नीचै पिछोला री पाल " )
( train_rajasthanimale_00072 " इस्ये रूपाले डूंगरां री गोद में रमते, पाणी रे माथे तिरते देस न छोड़, सासरे जावण री कल्पना हियो फाड़, कन्ड सूं राग काढै, किम कर जाजाऊं रे परदेस व्यालाजी, म्हांनैं आछो लागै राणा जी रो देसड़ो रे " )
( train_rajasthanimale_00073 " गुलाब फूलबा लागै " )
( train_rajasthanimale_00074 " उसा काल में कली चट री आवाज करती फूटर फूल बण जावै " )
( train_rajasthanimale_00075 " चट चट फूटबा री आवज़ करती गुलाब री कलियां रै खेत में सोबा वाळा भगवान, ईज जाणै, के बसन्त री सुसमा जी वेल्यां, किसीक हुवै " )
( train_rajasthanimale_00076 " कली फूल बणती बतख सोरभ रो किस्योक मीठो सांस छोड़ै! " )
( train_rajasthanimale_00077 " ऊपर आंबै री दाळ पे बैठी कोयळ कूक कर सुवै री नींद रा मीठा गूंटकां में मिठास घोळ दे " )
( train_rajasthanimale_00078 " डाळां पर सूं माथे झर झर आंबां रा मोड़ झरै " )
( train_rajasthanimale_00079 " पुसपां री गन्ध सूं भारी हुवो पवन, आख्या री पलकां नै ओर भारी कर दे! " )
( train_rajasthanimale_00080 " तुंवां रा झुण्ड हर्या हर्या पांखड़ा खोल, उड़बा री त्यारी करै " )
( train_rajasthanimale_00081 " इस मौसम में, गणगोर रो तेवार आवै " )
( train_rajasthanimale_00082 " खेलण द्यो गणगोर ओ पणा मारू म्हानैं, खेलण द्यो गणगोर सी रट करती खेलबा लागै " )
( train_rajasthanimale_00083 " रात दिन गाणो, नाचणो " )
( train_rajasthanimale_00084 " आदी रात ताई घुघरा बजाती घूमर, सलेड़ा लेती रवै " )
( train_rajasthanimale_00085 " थे म्हारे आज्यो पावण सै, गणगोर्या री रात रा वचन ले पति नैं परदेस जाबा देबा वाली, गणगोर पै आयो लागो नी देख, ताड़ातोड़ जीव करती सिकायत करै, ऊंची चढूंर नीची उतारूं, जोउं थारी बाट, बेगा पधारो नी प्यारा पावणा " )
( train_rajasthanimale_00086 " संजोगणियां गोखड़ां में बैठ सुणाय सुणाय गावै, थां रै मैंदी ज्यूं रच जावूं रै म्हारा सैणा " )
( train_rajasthanimale_00087 " पणूत्तर में, थारो यो झोंको म्हांनै प्यारो लागै ए मीठा बोलणी, सुण तिरपत हो दूणै, उछाह सूं, कोयल रे लारे, कूंक कूंक बेई गाबा लागै " )
( train_rajasthanimale_00088 " ई तेंवार में कोयलां रा कण्ठ, विहलता भरां दीधि, गुलाब रा फूलां रो रस पी भंवरा ईं में, मधू रो मिठास घाल दीदो " )
( train_rajasthanimale_00089 " पंचसर रे मार री ईं में वेदना है " )
( train_rajasthanimale_00090 " नवा निकळता पत्ता री सी अधिरता है, अर यौवन रो सो नसो है " )
( train_rajasthanimale_00091 " मानव, मन सरोवर रो तैरू हीज ही, तीवार रो मरम अर आनंद जाण सकै " )
( train_rajasthanimale_00092 " भगवान जाणे बांरी सुणी लागी है के नीं, पण डफ ले बै जरूर जावै, चरणामत री बाटेक्यां में, भर भर दारू प्यायो ओ " )
( train_rajasthanimale_00093 " फागण फागां सूं, इयां तो फाग सात प्रकार री है " )
( train_rajasthanimale_00094 " आप आप री हैसियत, उमर अर सोख सारूं, सारा जणां फागां खेलै " )
( train_rajasthanimale_00095 " राणाजी री हाती री फागां घणी प्रसिद्ध रही है " )
( train_rajasthanimale_00096 " हाथ्यां रा होदां पै, गुलालां रा ढींगला कर दोई, कानी सूं हाथ्यां री काली घटा, गुलाल रै अंबर में, धोळा धोळा दांत चमकाती, दोड़ती तो एक अजब नजारो हो जातो " )
( train_rajasthanimale_00097 " आमोद अर प्रमोद रै बगत बी, वीर राजपूतां नैं, वीरता सू खेलणो ई प्यारो लागतो " )
( train_rajasthanimale_00098 " बै घोड़ां री फाग खेलता " )
( train_rajasthanimale_00099 " घोड़ां रै दोई बगलां में गुलाल सूं भर्या थैला लटकाय, एक हाथ में लगाम झेल्यां, दूजै हाथ में गुलाल भर्यो, चोड़ै चोगान में घोड़ा फैंक देता " )
( train_rajasthanimale_00100 " घोड़ां रा खुरां सूं उड़ी खेहर गुलाल री गर्द सूं घोड़ां, अर सवारां री आख्यां भरी जाय री है, घोड़ा नटाटूंट दोड़्या जाय रया है, आछो सवार दांतां में लगाम पकड़, दोई हाथां री मुट्ठ्यां सूं गुलाल रा निसाना लगातो जाय रयो, देखबा वाळा रै रोमांच हो हो जावै " )
( train_rajasthanimale_00101 " राजपूताणी " )
( train_rajasthanimale_00102 " रेत रा टीबा बळरिया " )
( train_rajasthanimale_00103 " ऊनी ऊनी लू असी चाल री, जो कानां रा केसां ने बाळती नीसर जावै " )
( train_rajasthanimale_00104 " नीचै धरती तपरी, ऊंच्यो आकास बळरियो " )
( train_rajasthanimale_00105 " खेजड़ा री छाया में बैठयो सोढ़ो जवान, भीतर सूं, अर बाहर सूं, दोनें कानी सूं दाज रियो " )
( train_rajasthanimale_00106 " बारला ताप सूं बत्ती हिया में, सळगती होळी री झाळां बाळ री " )
( train_rajasthanimale_00107 " दुपैरी रा सूरज री सूधी, मूंडा साम्हीं किरणां, आंख्यां में गबोड़ा पाड़ री, पण वीने ई री सूध नीं " )
( train_rajasthanimale_00108 " वो तो ऊंडा विचार में अस्यो डूबरियो, के चारुं दिसा ऐक सी लाग री " )
( train_rajasthanimale_00109 " आज वीरे होवण वाळा सासरा सूं, सुसरा रो सनेसो ले आदमी आयो " )
( train_rajasthanimale_00110 " परणणो व्है तो, पनरासौ रिपिया, तीन दिनां मां आय गिण जावो, नी तो आंख्या तीज ने थारी मांग रो, दूजा रे सागै, बयाव करद्यालां " )
( train_rajasthanimale_00111 " सुण्तां ई सोडा जवान री आख्यां में झाळां उठी " )
( train_rajasthanimale_00112 " आपणै आप हाथ, तलवार री मूठ पै पड़ग्यो " )
( train_rajasthanimale_00113 " दांता सूं होठां ने काट रैग्यो " )
( train_rajasthanimale_00114 " वीरी मांग दूसरा री होजासी, जींरी खोल वीरी मां रिपियो नारेळ घाल, आज सूं दस बरसां पैं, लां भरी, अर वांरो बयाव कर देणै रा मनसूबा करतां करतां मां बाप दोई मरग्या " )
( train_rajasthanimale_00115 " घर में नैनपड़ पड़गी " )
( train_rajasthanimale_00116 " कुण खेती बाड़ी, गाय भैंस सम्हाळतो " )
( train_rajasthanimale_00117 " अबै पणरासौ रिपिया, कठा सूं लावै ? " )
( train_rajasthanimale_00118 " ऐ रिपिया दीदां बिना, वीरी मांग, दूसरा री होजासी, जींरा सपणां दस दस बरसां सूं वो देखतो आयो, वीरी मांग ने, ईज आखा तीज ने दूजा रे लारै कर देला " )
( train_rajasthanimale_00119 " सोढ़ा जवान री आंख्यां में खून उतर आयो " )
( train_rajasthanimale_00120 " आज तक कदेई असी, व्ही हे मांग रे वास्ते तो माथा कट जावै, म्हूं जीऊंतो फिरूं अर म्हारी मांग ने दूजो परणै, हरगिज़ नीं " )
( train_rajasthanimale_00121 " बोरा काका, म्हारी लाज थारे हाथां है " )
( train_rajasthanimale_00122 " लाज तो म्हे घणी ही राखी है " )
( train_rajasthanimale_00123 " थूं बता कस्या खेतां पैं, पणरासौ गिण दूं ? " )
( train_rajasthanimale_00124 " अगाड़े कोई राखैला ? " )
( train_rajasthanimale_00125 " म्हारे कनें, है ई कांई ? " )
( train_rajasthanimale_00126 " रजपूत री आबरू, एक तरवार रो खांपो म्हारे बच्यो है " )
( train_rajasthanimale_00127 " तो भाई, कीं दूजा बोहरा रो बारणो देख " )
( train_rajasthanimale_00128 " सोढो तड़फग्यो " )
( train_rajasthanimale_00129 " देख काका, थे म्हारा घर री, सळी सळी म्हारा नैनपण में, झूठा सांचा खत मांड मांड, लेय लीधी " )
( train_rajasthanimale_00130 " म्हारै घर में ठीकरो तक नी छोड्यो " )
( train_rajasthanimale_00131 " म्हे थनें, सारो दीधो, अर जो ही मांगतो व्हे देवण ने त्यार हूं " )
( train_rajasthanimale_00132 " पण ई वगत म्हारी, म्हारा घरांड़ी लाज राखलै " )
( train_rajasthanimale_00133 " जीरी मांग दूजा रे लारे परी जावे, वो जीवतौ ही मरयां बराबर है " )
( train_rajasthanimale_00134 " ई तरवार, जगदम्बा ने माथे मेल, सोगण खाऊं, थारो पीसो पीसो दूध सूं धोयनै चुकाऊं " )
( train_rajasthanimale_00135 " थारे दाय आवै, जतरो ब्याज मांडलै " )
( train_rajasthanimale_00136 " ई वेला म्हांने रिपिया गिण दे " )
( train_rajasthanimale_00137 " रजपूत रो जायो व्है, तो ये अस्या कोल करजे " )
( train_rajasthanimale_00138 " म्हूं खत पे जो मांड दूं, वी पै थूं दसगत कर देवैला कै ? " )
( train_rajasthanimale_00139 " माथो चावो तो दे दूं, पण अवार म्हारी राज राखलै " )
( train_rajasthanimale_00140 " बाणिये खत मांडर, आगो कीधो " )
( train_rajasthanimale_00141 " कान पै मैली लगी कलम ने उठाय हाथ में, झेलाई " )
( train_rajasthanimale_00142 " बांचले खत ने, छाती व्हे अर असल रजपूत व्हे, तो दसगत करजे " )
( train_rajasthanimale_00143 " खत बांच्यो, मांड राख्यो, ये रिपिया ब्याज सूधी नी चुकाऊं, जतरे म्हारी परणी लागी ने, बेन ज्यूं समझूंला " )
( train_rajasthanimale_00144 " होठां ने दांतां बीच दबाय, राती झाळां निकळती, आंख्यां सूं झांकतो, दसगत कर दीधा " )
( train_rajasthanimale_00145 " बरसां सूं सोढा रो सूणो गर, आज बस्यो आज वीरी मेड़ी में देवो बळ रेयो " )
( train_rajasthanimale_00146 " आज वीरी मेड़ी में दीवो बळयो " )
( train_rajasthanimale_00147 " दीमकां लाग्यो, लेवड़ा पड़ग्यो गर, लीप्यों चूंप्यो हंस रियो " )
( train_rajasthanimale_00148 " घणा बरसां पाछै आज, वीरे गर में घूमरा री छम छम व्ही " )
( train_rajasthanimale_00149 " पीयर सूं डायजा में आयोड़ा, गाडो भरया, असबाब सूं गिरस्ती जमाई " )
( train_rajasthanimale_00150 " सूढो जीमबा बैठयो, बीनणी हाथ सूं पोयोड़ी चीड़ां री बींझणी ले, पवन घालबा लागी " )
( train_rajasthanimale_00151 " दांत रो चूड़ो पैरयां हाथ सूं, परसू री " )
( train_rajasthanimale_00152 " सारो घर आज, कोई रो कोई सोडा ने लाग रियो " )
( train_rajasthanimale_00153 " राजपुताणी री आंख्यां में नेह ऊझळ रियो, पण सोढा री आंख्यां गंम्भीर " )
( train_rajasthanimale_00154 " वा परूसती री, यो जीमतो रियो " )
( train_rajasthanimale_00155 " सोढो बोलणी चावै, पण बोलणी आवै नी, वा तो आगै व्हे बोलै ही किण तरह ? " )
( train_rajasthanimale_00156 " खाय चळू करण लागो, रजपुताणी झट ऊठ लोटा सूं हाथ सूं हाथां पै पाणी कुढ़वा लागी, सोढ़ा री खत नजर घूंघटा में पसीना री बूंदा सूं चमकता, मूंडा पै पड़ी, वीरी आंख्यां रै आगे, बाणिया रो खत भाटा री चट्टान, ज्यूं ऊभो व्हेग्यो, वीरा हाथ कांपग्या " )
( train_rajasthanimale_00157 " लोटा सूं पड़ती पाणी री धार, जमीं पै बैयगी " )
( train_rajasthanimale_00158 " रात पड़ी, सोणै री वैळा आई " )
( train_rajasthanimale_00159 " सासरा सूं आयोड़ा ढोल्या पै सूतां " )
( train_rajasthanimale_00160 " झट म्यान सूं तलवार काढ़, दोय जणां रे बीच में मेल, मूंडो फेर सोयग्यो " )
( train_rajasthanimale_00161 " रजपुताणी सैहैमगी " )
( train_rajasthanimale_00162 " यूं क्यूं, म्हारा सूं कोई नाराज है ? " )
( train_rajasthanimale_00163 " एक, दो, तीन, दस पनरा रातां बीतगी " )
( train_rajasthanimale_00164 " या हीज तरवार काळी नागण, ज्यूं रोज दोवां रे बीच " )
( train_rajasthanimale_00165 " दिन में बौलै, बात करे, जत तो जाणै सोढा रे मूंडा सूं अमरत झरै, आंख्यां सूं नेह टपके, पण रात पड़तां ही, वींज मूंडा सूं एक बोल नीं निकलै, वे हीज आंख्यां साम्ही तक नीं झांकै " )
( train_rajasthanimale_00166 " रात भर अतरा नजीक रैवतां थका ई घणां दूरा " )
( train_rajasthanimale_00167 " दिन में घणां दूरा रैवतां थका ई घणां नजीक " )
( train_rajasthanimale_00168 " रजपुताणी, बारीकी सूं सोडा रो ढंग देख, गैराई सूं सोचै " )
( train_rajasthanimale_00169 " वी सूं रियो नीं गियो " )
( train_rajasthanimale_00170 " ज्यूं ही तरवार काढ़ ढोल्या पै सोवा लाग्यो, झुक पग पकड़ लीदा, म्हारो कांई दोस है ? " )
( train_rajasthanimale_00171 " म्हारे पे नाराज क्यूं ? " )
( train_rajasthanimale_00172 " गलती कीदी तो म्हारा मां बाप जो थांने रिपिया सारूं फोड़ा पाड़या " )
( train_rajasthanimale_00173 " टल टल करता आंसू सोडा रे पगां पे जाय पड़या " )
( train_rajasthanimale_00174 " कुण कै म्हूं थारा पै नाराज हूं " )
( train_rajasthanimale_00175 " थूं म्हारी, म्हारा घर री, धणियाणी है " )
( train_rajasthanimale_00176 " आपरा हाथ सूं वीरा हाथां ने पगां सूं दूरां करता सोढ़ो बोल्यो " )
( train_rajasthanimale_00177 " तो अतरा नजीक रैवतां लगां, म्हांसू अतरा दूर क्यूं ? " )
( train_rajasthanimale_00178 " सोडा रे ललाट पे दो सळ पड़ग्या " )
( train_rajasthanimale_00179 " थूं जाणणो ई चावै ? " )
( train_rajasthanimale_00180 " हां " )
( train_rajasthanimale_00181 " तो ले बांच ई खत ने " )
( train_rajasthanimale_00182 " दीवा री बाती ऊंची कर टमटम करता दीवा रा चानणां में खत बांचवा लागी " )
( train_rajasthanimale_00183 " ज्यूं बांचती गी, ज्यूं वीं रा मूंडा पे जोत सी जागती गी " )
( train_rajasthanimale_00184 " आंजस अर संतोस सूं वींरो मूंडो चमकवा लाग्यो " )
( train_rajasthanimale_00185 " खत झेलाती लागी, बेफिक्री री सांस लेती बोली, ई री कोई चिंता नीं, म्हांने तो डर हो थारो नाराज़गी रो " )
( train_rajasthanimale_00186 " वरत पाल्ड़ो तो घणो सोरो " )
( train_rajasthanimale_00187 " दिन ऊगतां ईं आपरो छोटो मोटो गंणोंगाठो, माल असबाब रो ढीगलो, सोढा रे मूंडा आगै जाय कीधो, ई ने बेच घोड़ो लावो, करजो उतारणो सबसूं पैलो धरम है " )
( train_rajasthanimale_00188 " घर बैठयां तो, करसा चोखा लागै " )
( train_rajasthanimale_00189 " रजपूत चाकरी सूं सोभा देवै " )
( train_rajasthanimale_00190 " कोई राजा री जाय चाकरी करां " )
( train_rajasthanimale_00191 " थनें पीयर छोड़ दूं ? " )
( train_rajasthanimale_00192 " थूं कठै रवेला ? " )
( train_rajasthanimale_00193 " पीयर क्यूं ? " )
( train_rajasthanimale_00194 " जठै थां, वठै ही म्हूं, दो घोड़ा ले आवो " )
( train_rajasthanimale_00195 " पण, पण थूं साथे निभेला कस्यां ? " )
( train_rajasthanimale_00196 " क्यूं नी, म्हूं किसी राजपूत री जायोड़ी नीं कै, रजपूताणी रा चूख्यां नीं कै, म्हंने ई थारी नांई तरवार बांधणो आवै, म्हे ही म्हारा बाप रा घोड़ा दौड़ाया है " )
( train_rajasthanimale_00197 " थारो मन, सोचलै " )
( train_rajasthanimale_00198 " सोच्योड़ो है " )
( train_rajasthanimale_00199 " तेज सूं चमकतो मूंडो सोढो देखतो रैग्यो " )
( train_rajasthanimale_00200 " सवा हाथ सूरज आकास में ऊंचो चडयो व्हेगा " )
( train_rajasthanimale_00201 " चित्तोड़ री तळेटी सूं कोस दो एक पे दो गोड़ा, एकीबेकी करता चित्तोड़ साम्या जाय रिया " )
( train_rajasthanimale_00202 " दोई जवान सवार एक सी उमर, एक सी पोसाक पैरयां, घोड़ां णे, राणां नीचै दबायां दौड़ाया जाय रिया " )
( train_rajasthanimale_00203 " हाथ रा भाला, ऊगता सूरज री किरणां सूं, चमक चमक कर रिया " )
( train_rajasthanimale_00204 " कमर में बंधी तरवारां, घोड़ां रे दौड़ावा रे साथै साथै, रगड़ा खाय री " )
( train_rajasthanimale_00205 " वां ने देख कुण कवै, के यां में एक इस्त्री है " )
( train_rajasthanimale_00206 " रजपूताणी ई वगत एक, सूरापण भरया जवान सी लाग री " )
( train_rajasthanimale_00207 " दांत रो चूड़ो पैरयो, कवली, कलायां नींरी " )
( train_rajasthanimale_00208 " मजबूत हाथ भाला ने गाडो, पकड़यां लगां " )
( train_rajasthanimale_00209 " लाजती लाजरी धीरै धीरे कोयल री सी बोली री जगां, अबै भेरो रो सो कण्ठ सुर बणाय लीदो " )
( train_rajasthanimale_00210 " घुंघटा में ई सरम सूं लाल पड़जावा वाळा कपोल नीं रिया " )
( train_rajasthanimale_00211 " सूरज री किरड़ा री नांई मूंडा सूं तेज फूट रियो " )
( train_rajasthanimale_00212 " लाली लीदां, लोयणां सूं नेहचो ऊफण रियो " )
( train_rajasthanimale_00213 " जाणे सागी दुरगा रो सरूप व्है " )
( train_rajasthanimale_00214 " घोड़ा दौड़ाता, एक झपाटा में चितोड़ री तलेटी में जाय पूग्या " )
( train_rajasthanimale_00215 " वठी ने राणाजी दरवाजा बारे निकळया " )
